"id","robot","match","piece","pickup","score","level","success","time","phase"
1318,1334,52,"cargo","floor","front-cargo","1","success",3354,"tele"
1319,6866,52,"cargo","floor","top-cargo","1","success",9482,"tele"
1320,6866,52,"cargo","floor","top-cargo","1","success",5918,"tele"
1321,6866,52,"cargo","floor","top-cargo","1","success",6084,"tele"
1322,6866,52,"cargo","floor","front-cargo","1","success",16910,"tele"
1323,6878,52,"hatch","top-hp","top-cargo","1","success",6487,"tele"
1324,6878,52,"cargo","top-hp","top-cargo","1","success",1892,"tele"
1325,6878,52,"cargo","top-hp","top-cargo","1","attempted",18402,"tele"
1326,6878,52,"hatch","top-hp","top-rocket-low","1","success",10378,"tele"
1327,6878,52,"hatch","top-hp","top-rocket-low","1","success",8809,"tele"
1328,6878,52,"hatch","top-hp","dropped","0","dropped",9729,"tele"
1329,7520,52,"hatch","preload","front-cargo","1","success",6673,"sandstorm"
1330,7520,52,"hatch","bot-hp","front-cargo","1","success",13549,"tele"
1331,1285,53,"hatch","preload","front-cargo","1","success",17930,"tele"
1332,1285,53,"cargo","floor","front-cargo","1","success",2410,"tele"
1333,1285,53,"cargo","floor","top-cargo","1","success",2396,"tele"
1334,1285,53,"cargo","floor","top-cargo","1","success",6447,"tele"
1335,1285,53,"cargo","top-hp","top-cargo","1","success",18523,"tele"
1336,1285,53,"cargo","top-hp","dropped","0","dropped",11144,"tele"
1337,2706,53,"hatch","preload","bot-cargo","1","success",19201,"sandstorm"
1338,2706,53,"cargo","bot-hp","dropped","0","dropped",7628,"tele"
1339,2706,53,"cargo","bot-hp","bot-cargo","1","success",7713,"tele"
1340,2706,53,"cargo","floor","bot-cargo","1","success",8426,"tele"
1341,2706,53,"cargo","floor","top-cargo","1","success",2988,"tele"
1342,2706,53,"cargo","floor","dropped","0","dropped",4721,"tele"
1343,2706,53,"cargo","floor","top-cargo","1","success",6185,"tele"
1344,2706,53,"cargo","floor","top-cargo","1","success",8259,"tele"
1345,2706,53,"hatch","bot-hp","bot-rocket-low","1","success",11534,"tele"
1346,1246,53,"cargo","preload","dropped","0","dropped",17332,"sandstorm"
1347,1246,53,"cargo","floor","dropped","0","dropped",1481,"sandstorm"
1348,919,53,"hatch","preload","front-cargo","1","success",8780,"sandstorm"
1349,7456,53,"hatch","preload","dropped","0","dropped",7931,"tele"
1350,7456,53,"cargo","bot-hp","bot-cargo","1","success",23115,"tele"
1351,7456,53,"cargo","bot-hp","dropped","0","dropped",37145,"tele"
1362,4308,54,"cargo","floor","dropped","0","dropped",8121,"tele"
1363,4308,54,"hatch","bot-hp","bot-cargo","1","success",10350,"tele"
1364,4308,54,"cargo","bot-hp","front-cargo","1","success",9406,"tele"
1365,4308,54,"cargo","bot-hp","front-cargo","1","success",5709,"tele"
1366,4308,54,"hatch","bot-hp","bot-cargo","1","success",3755,"tele"
1367,5024,54,"hatch","preload","top-cargo","1","success",3299,"tele"
1368,5024,54,"hatch","top-hp","front-cargo","1","success",6714,"tele"
1369,5024,54,"cargo","top-hp","front-cargo","1","success",1886,"tele"
1370,5024,54,"cargo","top-hp","top-cargo","1","success",4201,"tele"
1371,5024,54,"cargo","top-hp","top-cargo","1","success",9415,"tele"
1372,188,54,"hatch","preload","front-cargo","1","attempted",18491,"sandstorm"
1373,188,54,"cargo","floor","top-cargo","1","success",2372,"tele"
1374,188,54,"cargo","floor","bot-cargo","1","success",2273,"tele"
1375,188,54,"cargo","floor","bot-cargo","1","success",5764,"tele"
1376,188,54,"hatch","top-hp","front-cargo","1","success",15177,"tele"
1377,188,54,"hatch","top-hp","front-cargo","1","success",12345,"tele"
1378,188,54,"hatch","top-hp","top-rocket-low","1","success",3058,"tele"
1379,188,54,"hatch","top-hp","top-rocket-low","1","success",17571,"tele"
1380,188,54,"cargo","floor","top-rocket-low","1","success",3422,"tele"
1381,5036,54,"hatch","preload","front-cargo","1","success",3779,"sandstorm"
1382,5036,54,"cargo","floor","bot-cargo","1","success",3581,"tele"
1383,5036,54,"cargo","floor","bot-cargo","1","success",1811,"tele"
1384,5036,54,"cargo","floor","dropped","0","dropped",1479,"tele"
1385,5036,54,"cargo","floor","dropped","0","dropped",1321,"tele"
1386,5036,54,"cargo","floor","dropped","0","dropped",1048,"tele"
1387,5406,55,"hatch","preload","bot-cargo","1","success",2565,"tele"
1388,5406,55,"cargo","bot-hp","bot-cargo","1","success",1327,"tele"
1389,5406,55,"cargo","floor","front-cargo","1","success",14863,"tele"
1390,5406,55,"cargo","top-hp","top-cargo","1","success",6672,"tele"
1391,5406,55,"cargo","floor","top-cargo","1","success",4165,"tele"
1392,5406,55,"hatch","top-hp","front-cargo","1","attempted",3021,"tele"
1393,5406,55,"hatch","top-hp","front-cargo","1","success",6459,"tele"
1394,5406,55,"cargo","floor","front-cargo","1","success",3527,"tele"
1395,5031,55,"cargo","preload","bot-cargo","1","success",2555,"tele"
1396,5031,55,"cargo","floor","dropped","0","dropped",7861,"tele"
1397,5039,55,"cargo","preload","bot-cargo","1","success",12685,"sandstorm"
1398,5039,55,"hatch","top-hp","dropped","0","dropped",7433,"tele"
1399,5039,55,"hatch","top-hp","dropped","0","dropped",11463,"tele"
1400,5039,55,"hatch","top-hp","dropped","0","dropped",2585,"tele"
1401,5039,55,"cargo","top-hp","dropped","0","dropped",777,"tele"
1402,5039,55,"cargo","top-hp","top-cargo","1","success",9524,"tele"
1403,5039,55,"cargo","top-hp","dropped","0","dropped",2043,"tele"
1404,7476,55,"hatch","preload","front-cargo","1","success",17806,"sandstorm"
1405,7476,55,"cargo","floor","bot-cargo","1","success",7684,"tele"
1406,7476,55,"cargo","floor","bot-cargo","1","success",11727,"tele"
1407,7476,55,"cargo","floor","bot-cargo","1","success",10168,"tele"
1408,7476,55,"hatch","bot-hp","top-rocket-low","1","success",11232,"tele"
1409,7476,55,"hatch","bot-hp","dropped","0","dropped",839,"tele"
1410,4252,55,"hatch","bot-hp","front-cargo","1","attempted",21294,"tele"
1411,4252,55,"hatch","bot-hp","dropped","0","dropped",2060,"tele"
1412,5719,56,"hatch","preload","top-rocket-low","1","attempted",21703,"tele"
1413,5911,56,"hatch","preload","dropped","0","dropped",4550,"sandstorm"
1414,4308,56,"hatch","preload","front-cargo","1","attempted",11924,"sandstorm"
1415,4308,56,"cargo","floor","bot-cargo","1","success",6210,"tele"
1416,6878,56,"hatch","preload","front-cargo","1","success",8914,"sandstorm"
1417,6878,56,"hatch","top-hp","front-cargo","1","success",8805,"tele"
1418,6878,56,"hatch","top-hp","top-rocket-low","1","success",15939,"tele"
1419,6878,56,"hatch","top-hp","bot-rocket-low","1","success",15879,"tele"
1420,6878,56,"cargo","bot-hp","dropped","0","dropped",1133,"tele"
1421,6878,56,"hatch","bot-hp","dropped","0","dropped",6976,"tele"
1422,6878,56,"cargo","bot-hp","dropped","0","dropped",11569,"tele"
1423,6878,56,"cargo","top-hp","top-cargo","1","success",11746,"tele"
1424,7690,56,"cargo","preload","bot-cargo","1","success",4134,"sandstorm"
1425,7690,56,"cargo","bot-hp","bot-cargo","1","success",3145,"tele"
1426,7690,56,"cargo","bot-hp","front-cargo","1","attempted",51748,"tele"
1427,7690,56,"cargo","bot-hp","top-cargo","1","success",19313,"tele"
1428,7710,56,"hatch","preload","bot-rocket-low","1","success",15750,"sandstorm"
1429,7710,56,"hatch","top-hp","top-rocket-low","1","success",16714,"tele"
1430,7710,56,"hatch","top-hp","bot-rocket-low","1","success",34961,"tele"
1431,4939,57,"hatch","bot-hp","bot-rocket-mid","2","success",7047,"tele"
1432,4939,57,"hatch","bot-hp","bot-rocket-low","1","success",6729,"tele"
1433,4939,57,"hatch","bot-hp","bot-rocket-high","3","success",9131,"tele"
1434,4939,57,"hatch","bot-hp","bot-rocket-low","1","attempted",71199,"tele"
1435,2706,57,"hatch","preload","front-cargo","1","success",12910,"tele"
1436,2706,57,"cargo","floor","top-cargo","1","success",15212,"tele"
1437,2706,57,"cargo","floor","bot-cargo","1","success",20574,"tele"
1438,2706,57,"cargo","floor","bot-cargo","1","success",6497,"tele"
1439,2706,57,"cargo","floor","bot-rocket-low","1","attempted",23380,"tele"
1440,2706,57,"cargo","floor","bot-rocket-low","1","success",5966,"tele"
1441,2706,57,"cargo","floor","top-cargo","1","success",11365,"tele"
1442,746,57,"hatch","preload","dropped","0","dropped",7463,"sandstorm"
1443,7476,58,"hatch","preload","front-cargo","1","success",10868,"sandstorm"
1444,7476,58,"cargo","floor","top-cargo","1","success",13106,"tele"
1445,7476,58,"cargo","floor","top-cargo","1","success",10288,"tele"
1446,7476,58,"hatch","top-hp","dropped","0","dropped",7284,"tele"
1447,7476,58,"hatch","top-hp","bot-rocket-high","3","success",41837,"tele"
1448,1285,58,"hatch","preload","front-cargo","1","success",15615,"sandstorm"
1449,1285,58,"cargo","floor","top-cargo","1","success",5633,"tele"
1450,1285,58,"cargo","floor","top-cargo","1","success",8935,"tele"
1451,1285,58,"cargo","floor","top-cargo","1","success",8762,"tele"
1452,1285,58,"hatch","floor","bot-cargo","1","success",7323,"tele"
1453,1285,58,"cargo","floor","bot-cargo","1","success",42716,"tele"
1457,6867,58,"hatch","preload","top-cargo","1","success",15472,"sandstorm"
1458,6867,58,"hatch","top-hp","bot-rocket-low","1","success",15875,"tele"
1459,6867,58,"hatch","top-hp","bot-rocket-low","1","success",27428,"tele"
1460,5406,58,"hatch","preload","bot-rocket-mid","2","success",7058,"tele"
1461,5406,58,"hatch","bot-hp","bot-rocket-mid","2","success",4256,"tele"
1462,5406,58,"cargo","bot-hp","bot-cargo","1","success",5318,"tele"
1463,5406,58,"cargo","bot-hp","bot-cargo","1","success",3717,"tele"
1464,5406,58,"cargo","bot-hp","bot-cargo","1","success",2043,"tele"
1465,5406,58,"cargo","bot-hp","bot-rocket-low","1","success",8958,"tele"
1466,5406,58,"cargo","bot-hp","bot-rocket-low","1","success",3144,"tele"
1467,5076,59,"hatch","preload","dropped","0","dropped",9807,"sandstorm"
1468,5076,59,"cargo","bot-hp","bot-cargo","1","success",3905,"tele"
1469,5076,59,"cargo","bot-hp","bot-cargo","1","success",10457,"tele"
1470,5076,59,"cargo","bot-hp","bot-cargo","1","success",7653,"tele"
1471,5076,59,"hatch","bot-hp","dropped","0","dropped",17597,"tele"
1472,5076,59,"hatch","bot-hp","front-cargo","1","attempted",19888,"tele"
1473,1334,59,"cargo","preload","top-cargo","1","success",9270,"tele"
1474,1334,59,"cargo","floor","top-cargo","1","success",5596,"tele"
1475,1334,59,"cargo","floor","top-cargo","1","success",9619,"tele"
1476,1334,59,"hatch","top-hp","dropped","0","dropped",8477,"tele"
1477,1334,59,"cargo","floor","bot-rocket-low","1","attempted",4519,"tele"
1478,1246,59,"cargo","preload","bot-cargo","1","success",4396,"tele"
1479,1246,59,"cargo","floor","bot-cargo","1","success",9879,"tele"
1480,1246,59,"cargo","floor","bot-cargo","1","success",9911,"tele"
1481,188,60,"hatch","preload","front-cargo","1","success",19725,"sandstorm"
1482,188,60,"hatch","bot-hp","bot-rocket-mid","2","success",9900,"tele"
1483,188,60,"hatch","bot-hp","bot-rocket-mid","2","success",12915,"tele"
1484,188,60,"cargo","bot-hp","bot-rocket-mid","2","success",6030,"tele"
1485,188,60,"cargo","bot-hp","bot-rocket-mid","2","success",4986,"tele"
1486,188,60,"hatch","bot-hp","dropped","0","dropped",3376,"tele"
1487,188,60,"hatch","bot-hp","bot-rocket-low","1","success",13334,"tele"
1488,188,60,"hatch","bot-hp","front-cargo","1","success",15608,"tele"
1489,188,60,"cargo","bot-hp","dropped","0","dropped",3998,"tele"
1490,5031,60,"cargo","preload","top-cargo","1","success",39147,"tele"
1493,5036,60,"cargo","top-hp","top-cargo","1","success",13290,"tele"
1494,5036,60,"cargo","top-hp","bot-cargo","1","success",8325,"tele"
1498,5039,60,"cargo","preload","top-cargo","1","success",3866,"sandstorm"
1499,5039,60,"cargo","top-hp","top-cargo","1","success",6043,"tele"
1500,5039,60,"cargo","top-hp","bot-cargo","1","success",15152,"tele"
