1,2386,1,2,false,6,0,2,2,"123",false,1.053,0
2,6009,1,0,false,0,0,5,4,"3",true,2.845,2
3,2200,1,0,true,0,0,3,4,"3",true,1.9960001,3
4,6481,1,0,true,0,0,5,3,"3",true,3.036,3
5,1374,1,0,false,0,0,0,0,"123",false,0.0,0
6,5406,1,9,true,12,0,1,2,"123",true,14.988,1
7,5288,2,0,true,0,0,2,2,"123",true,0.9129999,1
8,188,2,0,true,0,0,5,4,"123",false,3.8710001,0
9,6046,2,0,false,0,0,0,0,"123",false,2.9990001,0
10,5409,2,0,true,0,0,4,3,"3",true,6.8559999,3
11,6135,2,0,false,0,0,1,1,"3",true,8.0039997,3
12,907,2,0,true,0,0,1,1,"123",true,10.533,1
13,6537,3,0,false,0,0,4,3,"123",false,0.0,0
14,3161,3,0,false,0,0,3,1,"123",true,5.8920002,3
15,2702,3,0,false,0,0,3,3,"3",true,2.1670001,2
16,4519,3,0,true,0,0,4,4,"3",true,0.46,3
17,4039,3,0,false,0,0,5,5,"3",true,6.9650002,3
18,4939,3,1,true,3,0,6,4,"3",false,2.737,0
19,2852,4,5,false,0,0,3,3,"3",true,0.8199999,1
20,4976,4,10,true,0,0,5,3,"3",true,3.0769999,2
21,6339,4,0,false,0,0,1,2,"123",false,0.0,0
22,6342,4,0,true,0,0,4,3,"3",false,4.283,0
23,3571,4,0,false,0,0,0,1,"3",true,6.566,3
24,1334,4,0,true,0,0,3,4,"123",true,5.77,1
25,771,5,0,false,0,0,0,1,"123",false,0.0,0
26,6387,5,3,false,9,0,4,3,"3",true,3.0569999,3
27,6323,5,0,true,0,0,3,4,"3",true,4.8649998,3
28,4992,5,0,false,0,0,0,0,"123",false,0.0,0
29,6725,5,0,false,0,0,4,3,"3",false,0.0,0
30,4943,5,0,true,0,0,3,2,"123",true,10.307,1
31,4777,6,0,false,0,0,1,1,"123",true,8.1549997,1
32,6070,6,0,false,0,0,3,2,"123",true,9.5039997,2
33,2056,6,28,false,33,0,2,3,"3",true,4.368,3
34,6330,6,0,true,0,0,4,2,"3",false,5.8610001,0
35,773,6,0,false,0,0,0,1,"123",false,0.0,0
36,854,6,0,true,0,0,3,1,"123",false,0.0,0
37,1310,7,7,true,0,0,5,4,"123",false,0.0,0
38,4907,7,0,false,0,0,4,3,"3",false,9.7939997,0
39,4902,7,0,false,0,0,2,1,"123",false,2.0050001,0
40,4618,7,0,true,0,0,3,3,"3",true,0.9819999,3
41,1360,7,0,true,0,0,2,2,"3",true,6.2729998,3
42,4951,7,0,false,0,0,5,3,"123",false,0.0,0
43,6339,8,0,false,0,0,1,2,"123",false,4.3899999,0
44,2200,8,0,true,0,0,4,4,"3",true,2.3929999,1
45,6323,8,0,true,0,0,3,4,"3",false,6.7620001,0
46,4939,8,0,true,0,0,4,4,"123",false,0.0,0
47,2852,8,16,false,24,0,2,1,"3",false,7.7049999,0
48,6046,8,0,false,0,0,0,0,"123",false,0.0,0
49,3571,9,0,false,0,0,0,1,"123",true,12.968,3
50,6725,9,0,false,0,0,4,4,"3",true,11.019,2
51,1374,9,0,false,0,0,0,1,"123",false,0.0,0
52,6481,9,0,false,0,0,2,2,"3",true,1.038,3
